#TAXONOMY,Kindom,Phylum,Class,Order,Family,Genus,Species
541135,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
197505,Bacteria, Firmicutes, Clostridia, Clostridiales, [Mogibacteriaceae], , 
4407604,Bacteria, Firmicutes, Bacilli, Lactobacillales, , , 
2692410,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, Microbacterium, 
575630,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, , 
206938,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, 
393051,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, , , 
261774,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
127065,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Selenomonas, 
1066485,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Aerococcus, 
1070347,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, aureus
16538,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Nocardioidaceae, , 
977292,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, [Paraprevotellaceae], [Prevotella], 
3532907,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Faecalibacterium, prausnitzii
194339,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
4444200,Bacteria, Firmicutes, Bacilli, Gemellales, Gemellaceae, Gemella, 
413557,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Chryseobacterium, 
838837,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Hydrogenophaga, 
181689,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
214595,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Mycobacteriaceae, Mycobacterium, 
369668,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Facklamia, 
674815,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Limnohabitans, 
581658,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
214023,Bacteria, Acidobacteria, [Chloracidobacteria], PK29, , , 
187212,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Coprococcus, 
181330,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, 
177217,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Faecalibacterium, prausnitzii
999368,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
181333,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Oscillospira, 
174727,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, S24-7, , 
4455652,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
4341205,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
4378846,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, parainfluenzae
4335578,Bacteria, Firmicutes, Clostridia, Clostridiales, [Mogibacteriaceae], , 
335772,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Chryseobacterium, 
183866,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, 
4430679,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, 
328458,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
3297207,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
4295165,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Rothia, dentocariosa
458596,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
4364814,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
816512,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, , , 
218024,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Agrobacterium, 
195415,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, , 
1107510,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
560457,Bacteria, Gemmatimonadetes, Gemmatimonadetes, , , , 
1070904,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Veillonella, dispar
525805,Bacteria, Acidobacteria, Acidobacteriia, Acidobacteriales, Koribacteraceae, , 
542995,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, 
859836,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, , , 
144452,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
4322858,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
142849,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, 
968664,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
3728119,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
545511,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, , 
166367,Bacteria, Chloroflexi, Dehalococcoidetes, Dehalococcoidales, , , 
324273,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, , 
4364491,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, 
811596,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Pelomonas, 
4437520,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Porphyromonas, 
687792,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Trabulsiella, 
581814,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, 
4424598,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospira, 
1070584,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, epidermidis
4342860,Bacteria, Firmicutes, Bacilli, Gemellales, Gemellaceae, Gemella, 
969591,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, , , 
701989,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, Iamiaceae, Iamia, 
872158,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, [Paraprevotellaceae], [Prevotella], 
159299,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, coagulans
4432665,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
4440944,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Dysgonomonas, 
3778553,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Chryseobacterium, 
780788,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, , 
3117617,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, , 
1106150,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Capnocytophaga, 
141976,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, 
183703,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, , 
269901,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
4378352,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Marinobacter, 
741010,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Cellvibrio, 
936354,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, , 
4319899,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Fusobacteriaceae, Fusobacterium, 
439457,Bacteria, Firmicutes, Bacilli, Bacillales, [Thermicanaceae], Thermicanus, 
65421,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Dietziaceae, Dietzia, 
766020,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, , 
41278,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, 
13374,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
1109454,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
247036,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, 
4423384,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, obeum
4384936,Bacteria, Firmicutes, Bacilli, Gemellales, Gemellaceae, Gemella, 
586141,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
85371,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella, 
259012,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, S24-7, , 
261156,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
544824,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Trabulsiella, farmeri
915327,Bacteria, Firmicutes, Bacilli, Lactobacillales, Carnobacteriaceae, Granulicatella, 
517923,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Salinicoccus, 
369486,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospira, 
254696,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, 
2264288,Bacteria, Firmicutes, Bacilli, Lactobacillales, Carnobacteriaceae, Desemzia, 
666906,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Sulfurimonas, 
574102,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Enhydrobacter, 
162668,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
4295230,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Elizabethkingia, meningoseptica
4338152,Bacteria, Synergistetes, Synergistia, Synergistales, Dethiosulfovibrionaceae, TG5, 
537661,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
1110178,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Morganella, morganii
894007,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
4295238,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, [Paraprevotellaceae], [Prevotella], 
656520,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter, 
4467081,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, 
686282,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, , 
63015,Bacteria, Spirochaetes, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema, 
514385,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, , 
3875757,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
4295788,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
2295957,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
310563,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
209628,Bacteria, Verrucomicrobia, Opitutae, Opitutales, Opitutaceae, , 
589123,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, , 
4226754,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
176034,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, 
2224378,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Erythrobacteraceae, , 
1008093,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, aureus
4459671,Bacteria, Spirochaetes, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema, socranskii
745556,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Finegoldia, 
102142,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, 
4460502,Bacteria, TM7, SC3, , , , 
4460855,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, , , 
3682324,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
462588,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, 
668514,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
4460509,Bacteria, Synergistetes, Synergistia, Synergistales, Dethiosulfovibrionaceae, TG5, 
274827,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
1074945,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, granulosum
805022,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, , 
220889,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, melaninogenica
4425896,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, , 
4484245,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
4482772,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Nitratireductor, 
911516,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
196518,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, , 
179572,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcus, 
999977,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
520046,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, , , 
9665,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
343239,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
676611,Bacteria, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Ureaplasma, 
99073,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Labrys, 
555844,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, , 
4480950,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
364805,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Geodermatophilaceae, , 
408492,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
4446871,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, 
899348,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
536535,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
4232048,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Dorea, formicigenerans
884685,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Finegoldia, 
4371880,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Veillonella, dispar
1023477,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Rothia, aeria
4371886,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter, 
871932,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces, 
176323,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
1004445,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
142056,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Agrobacterium, 
556388,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, selenatarsenatis
168254,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
1110599,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, elkanii
4431828,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, anginosus
930600,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, epidermidis
4310780,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Selenomonas, 
346340,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, halodurans
6858,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, , 
137637,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
1002005,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, , 
388682,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
4391570,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Marinobacter, 
2000912,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Pseudoalteromonadaceae, , 
1932546,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
347690,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Oscillospira, 
4459265,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, [Paraprevotellaceae], [Prevotella], 
344654,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, muralis
246078,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Mycobacteriaceae, Mycobacterium, 
851799,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, 
742309,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, 
676761,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Porphyromonas, 
143639,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, , 
329096,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
4329788,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
709533,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Dermabacteraceae, Brachybacterium, conglomeratum
1006382,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, , , 
219189,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Chryseobacterium, 
575694,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, 
583448,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
3843956,Bacteria, Proteobacteria, Alphaproteobacteria, , , , 
169721,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
4391687,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, johnsonii
2035204,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, , 
812971,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, , 
307401,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, , 
295485,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Faecalibacterium, prausnitzii
840279,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, [Barnesiellaceae], , 
892845,Bacteria, Firmicutes, Bacilli, Lactobacillales, Carnobacteriaceae, Granulicatella, 
913225,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
1141758,Bacteria, Cyanobacteria, Chloroplast, Streptophyta, , , 
2401764,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Dialister, 
2053922,Bacteria, Cyanobacteria, Synechococcophycideae, Synechococcales, Acaryochloridaceae, Acaryochloris, 
4446058,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, aureus
968555,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Pseudonocardiaceae, Pseudonocardia, 
4418303,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Uliginosibacterium, 
2819725,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
183062,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, stercorea
4336809,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
587616,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, Rathayibacter, caricis
36075,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
871442,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
4299925,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, parainfluenzae
329777,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Janthinobacterium, 
7128,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
648610,Bacteria, Spirochaetes, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema, 
986513,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, 
964220,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, durum
4397680,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
632140,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, multivorum
4410401,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Veillonella, dispar
220970,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
2984010,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, Gaiellaceae, , 
690867,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, , , 
530676,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Peptoniphilus, 
197022,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Coprococcus, 
567406,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
226338,Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus, cecorum
174279,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
189916,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
174276,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
148827,Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus, 
137385,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Azoarcus, 
1140756,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
173266,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
934723,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, 
1016923,Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, , 
678809,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Hyphomicrobium, 
337578,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, elkanii
351388,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
640641,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
252119,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, , 
1080004,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Moraxella, 
197120,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
142888,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, veronii
913359,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
971441,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
241895,Bacteria, [Thermi], Deinococci, Deinococcales, Deinococcaceae, Deinococcus, 
360518,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, 
4358761,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Sutterella, 
4468534,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Hymenobacter, 
254888,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
4412887,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Rothia, dentocariosa
553290,Bacteria, Synergistetes, Synergistia, Synergistales, Dethiosulfovibrionaceae, Aminobacterium, 
86772,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Brevibacteriaceae, Brevibacterium, casei
326308,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, 
625054,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Hylemonella, 
245654,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, 
2291414,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, parainfluenzae
1103604,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, , , 
186775,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
30062,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
563957,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, , 
4466460,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
541119,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
4417947,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, [Ruminococcus], torques
239739,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Nocardioidaceae, , 
1030575,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
4354703,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, 
4343005,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Serratia, marcescens
873174,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Veillonella, parvula
